
Município;Ano;Classe;Quantidade (KWH)
Nova Viçosa;2016;Comercial;6222834
Nova Viçosa;2016;Industrial;8595270
Nova Viçosa;2016;Outros;39165
Nova Viçosa;2016;Pública;6330857
Nova Viçosa;2016;Residencial;21118740
Nova Viçosa;2016;Rural;8029514
Novo Horizonte;2016;Comercial;471194
Novo Horizonte;2016;Industrial;11351
Novo Horizonte;2016;Pública;2355363
Novo Horizonte;2016;Residencial;3874139
Novo Horizonte;2016;Rural;1912264
Novo Triunfo;2016;Comercial;264810
Novo Triunfo;2016;Industrial;13488
Novo Triunfo;2016;Pública;1681367
Novo Triunfo;2016;Residencial;2848428
Novo Triunfo;2016;Rural;115768
Olindina;2016;Comercial;1314834
Olindina;2016;Industrial;130449
Olindina;2016;Pública;4157022
Olindina;2016;Residencial;7819333
Olindina;2016;Rural;529088
Oliveira dos Brejinhos;2016;Comercial;1805253
Oliveira dos Brejinhos;2016;Industrial;1725544
Oliveira dos Brejinhos;2016;Outros;14096
Oliveira dos Brejinhos;2016;Pública;2908839
Oliveira dos Brejinhos;2016;Residencial;7118532
Oliveira dos Brejinhos;2016;Rural;1019453
Ouriçangas;2016;Comercial;360288
Ouriçangas;2016;Industrial;8628
Ouriçangas;2016;Pública;1178321
Ouriçangas;2016;Residencial;2045539
Ouriçangas;2016;Rural;612064
Ourolândia;2016;Comercial;1451013
Ourolândia;2016;Industrial;7220120
Ourolândia;2016;Outros;8184
Ourolândia;2016;Pública;3152800
Ourolândia;2016;Residencial;6655073
Ourolândia;2016;Rural;2547749
Palmas de Monte Alto;2016;Comercial;1132360
Palmas de Monte Alto;2016;Industrial;494115
Palmas de Monte Alto;2016;Pública;8712189
Palmas de Monte Alto;2016;Residencial;6000905
Palmas de Monte Alto;2016;Rural;2729723
Palmeiras;2016;Comercial;907165
Palmeiras;2016;Industrial;452318
Palmeiras;2016;Outros;6519
Palmeiras;2016;Pública;1523985
Palmeiras;2016;Residencial;4242230
Palmeiras;2016;Rural;899781
Paramirim;2016;Comercial;1904281
Paramirim;2016;Industrial;1362135
Paramirim;2016;Outros;28649
Paramirim;2016;Pública;5356077
Paramirim;2016;Residencial;7960640
Paramirim;2016;Rural;1404771
Paratinga;2016;Comercial;1706513
Paratinga;2016;Industrial;263058
Paratinga;2016;Outros;14476
Paratinga;2016;Pública;4086658
Paratinga;2016;Residencial;8406121
Paratinga;2016;Rural;864706
Paripiranga;2016;Comercial;2035455
Paripiranga;2016;Industrial;34544
Paripiranga;2016;Pública;3606679
Paripiranga;2016;Residencial;8656830
Paripiranga;2016;Rural;1978590
Pau-Brasil;2016;Comercial;525596
Pau-Brasil;2016;Industrial;23083
Pau-Brasil;2016;Pública;754288
Pau-Brasil;2016;Residencial;2932533
Pau-Brasil;2016;Rural;806774
Paulo Afonso;2016;Comercial;27981778
Paulo Afonso;2016;Industrial;7151821
Paulo Afonso;2016;Outros;56045
Paulo Afonso;2016;Pública;21207926
Paulo Afonso;2016;Residencial;65360988
Paulo Afonso;2016;Rural;4800219
Pé de Serra;2016;Comercial;519678
Pé de Serra;2016;Industrial;81361
Pé de Serra;2016;Pública;1873941
Pé de Serra;2016;Residencial;4222869
Pé de Serra;2016;Rural;216028
Pedrão;2016;Comercial;160902
Pedrão;2016;Industrial;1831
Pedrão;2016;Pública;885892
Pedrão;2016;Residencial;1874390
Pedrão;2016;Rural;619329
Pedro Alexandre;2016;Comercial;393901
Pedro Alexandre;2016;Industrial;6598
Pedro Alexandre;2016;Pública;1352251
Pedro Alexandre;2016;Residencial;3099273
Pedro Alexandre;2016;Rural;237487
Piatã;2016;Comercial;1156425
Piatã;2016;Industrial;108949
Piatã;2016;Pública;3012511
Piatã;2016;Residencial;6467964
Piatã;2016;Rural;714355
Pilão Arcado;2016;Comercial;1242631
Pilão Arcado;2016;Industrial;15055
Pilão Arcado;2016;Outros;2686
Pilão Arcado;2016;Pública;3442705
Pilão Arcado;2016;Residencial;7615155
Pilão Arcado;2016;Rural;172585
Pindaí;2016;Comercial;713658
Pindaí;2016;Industrial;99038
Pindaí;2016;Pública;2236826
Pindaí;2016;Residencial;3940953
Pindaí;2016;Rural;3194994
Pindobaçu;2016;Comercial;923300
Pindobaçu;2016;Industrial;308926
Pindobaçu;2016;Pública;2581653
Pindobaçu;2016;Residencial;6261804
Pindobaçu;2016;Rural;641672
Pintadas;2016;Comercial;629158
Pintadas;2016;Industrial;12403
Pintadas;2016;Outros;8685
Pintadas;2016;Pública;851832
Pintadas;2016;Residencial;3370408
Pintadas;2016;Rural;318828
Piraí do Norte;2016;Comercial;285639
Piraí do Norte;2016;Industrial;7526
Piraí do Norte;2016;Pública;729018
Piraí do Norte;2016;Residencial;2055663
Piraí do Norte;2016;Rural;232037
Piripá;2016;Comercial;647096
Piripá;2016;Industrial;8725
Piripá;2016;Pública;1093147
Piripá;2016;Residencial;3585050
Piripá;2016;Rural;326695
Piritiba;2016;Comercial;1137396
Piritiba;2016;Industrial;67980
Piritiba;2016;Pública;5109829
Piritiba;2016;Residencial;6690885
Piritiba;2016;Rural;690394
Planaltino;2016;Comercial;268903
Planaltino;2016;Industrial;24312
Planaltino;2016;Pública;1190292
Planaltino;2016;Residencial;2493158
Planaltino;2016;Rural;130956
Planalto;2016;Comercial;2546130
Planalto;2016;Industrial;232770
Planalto;2016;Outros;13710
Planalto;2016;Pública;2843210
Planalto;2016;Residencial;8259336
Planalto;2016;Rural;1532315
Poções;2016;Comercial;4293873
Poções;2016;Industrial;408532
Poções;2016;Outros;12625
Poções;2016;Pública;4942542
Poções;2016;Residencial;17484631
Poções;2016;Rural;1561577
Pojuca;2016;Comercial;5998865
Pojuca;2016;Industrial;2484815
Pojuca;2016;Pública;6830919
Pojuca;2016;Residencial;16560618
Pojuca;2016;Rural;1633658
Ponto Novo;2016;Comercial;895853
Ponto Novo;2016;Industrial;173541
Ponto Novo;2016;Outros;14487
Ponto Novo;2016;Pública;4852707
Ponto Novo;2016;Residencial;5412473
Ponto Novo;2016;Rural;10796314
Porto Seguro;2016;Comercial;87527896
Porto Seguro;2016;Industrial;3967497
Porto Seguro;2016;Outros;156976
Porto Seguro;2016;Pública;26084239
Porto Seguro;2016;Residencial;104958480
Porto Seguro;2016;Rural;9874709
Potiraguá;2016;Comercial;669582
Potiraguá;2016;Industrial;1004578
Potiraguá;2016;Pública;1048445
Potiraguá;2016;Residencial;3321016
Potiraguá;2016;Rural;749565
Prado;2016;Comercial;5315905
Prado;2016;Industrial;1941029
Prado;2016;Outros;13906
Prado;2016;Pública;4631562
Prado;2016;Residencial;14266495
Prado;2016;Rural;14109421
Presidente Dutra;2016;Comercial;915651
Presidente Dutra;2016;Industrial;2578
Presidente Dutra;2016;Outros;10026
Presidente Dutra;2016;Pública;1498995
Presidente Dutra;2016;Residencial;5276058
Presidente Dutra;2016;Rural;3812571
Presidente Jânio Quadros;2016;Comercial;605010
Presidente Jânio Quadros;2016;Industrial;395977
Presidente Jânio Quadros;2016;Outros;27548
Presidente Jânio Quadros;2016;Pública;1099797
Presidente Jânio Quadros;2016;Residencial;3184103
Presidente Jânio Quadros;2016;Rural;676799
Presidente Tancredo Neves;2016;Comercial;1386172
Presidente Tancredo Neves;2016;Industrial;669148
Presidente Tancredo Neves;2016;Pública;2112468
Presidente Tancredo Neves;2016;Residencial;7277583
Presidente Tancredo Neves;2016;Rural;1692579
Queimadas;2016;Comercial;1800554
Queimadas;2016;Industrial;116147
Queimadas;2016;Outros;44986
Queimadas;2016;Pública;4273894
Queimadas;2016;Residencial;8515695
Queimadas;2016;Rural;869780
Quijingue;2016;Comercial;1060050
Quijingue;2016;Industrial;8625
Quijingue;2016;Pública;3115844
Quijingue;2016;Residencial;6977863
Quijingue;2016;Rural;510500
Quixabeira;2016;Comercial;288228
Quixabeira;2016;Industrial;23541
Quixabeira;2016;Pública;1502391
Quixabeira;2016;Residencial;2935349
Quixabeira;2016;Rural;25080
Rafael Jambeiro;2016;Comercial;1611442
Rafael Jambeiro;2016;Industrial;491238
Rafael Jambeiro;2016;Outros;11315
Rafael Jambeiro;2016;Pública;3558595
Rafael Jambeiro;2016;Residencial;6339774
Rafael Jambeiro;2016;Rural;1275584
Remanso;2016;Comercial;4048980
Remanso;2016;Industrial;579780
Remanso;2016;Outros;28382
Remanso;2016;Pública;4550110
Remanso;2016;Residencial;12394606
Remanso;2016;Rural;277017
Retirolândia;2016;Comercial;734615
Retirolândia;2016;Industrial;1891969
Retirolândia;2016;Pública;1615944
Retirolândia;2016;Residencial;4532617
Retirolândia;2016;Rural;350472
Riachão das Neves;2016;Comercial;1450177
Riachão das Neves;2016;Industrial;826941
Riachão das Neves;2016;Outros;8718
Riachão das Neves;2016;Pública;3500253
Riachão das Neves;2016;Residencial;7367619
Riachão das Neves;2016;Rural;56881132
Riachão do Jacuípe;2016;Comercial;3516629
Riachão do Jacuípe;2016;Industrial;3937518
Riachão do Jacuípe;2016;Outros;10715
Riachão do Jacuípe;2016;Pública;4891286
Riachão do Jacuípe;2016;Residencial;12340236
Riachão do Jacuípe;2016;Rural;494001
Riacho de Santana;2016;Comercial;2041083
Riacho de Santana;2016;Industrial;1148999
Riacho de Santana;2016;Outros;5162
Riacho de Santana;2016;Pública;3017364
Riacho de Santana;2016;Residencial;9571988
Riacho de Santana;2016;Rural;1127624
Ribeira do Amparo;2016;Comercial;369588
Ribeira do Amparo;2016;Industrial;621
Ribeira do Amparo;2016;Pública;3494812
Ribeira do Amparo;2016;Residencial;3894401
Ribeira do Amparo;2016;Rural;4688364
Ribeira do Pombal;2016;Comercial;7258295
Ribeira do Pombal;2016;Industrial;968673
Ribeira do Pombal;2016;Outros;78679
Ribeira do Pombal;2016;Pública;11267986
Ribeira do Pombal;2016;Residencial;21514500
Ribeira do Pombal;2016;Rural;3638081
Ribeirão do Largo;2016;Comercial;219297
Ribeirão do Largo;2016;Industrial;243689
Ribeirão do Largo;2016;Outros;3435
Ribeirão do Largo;2016;Pública;1045005
Ribeirão do Largo;2016;Residencial;2214679
Ribeirão do Largo;2016;Rural;693121
Rio de Contas;2016;Comercial;855555
Rio de Contas;2016;Industrial;14611
Rio de Contas;2016;Pública;2035533
Rio de Contas;2016;Residencial;4945390
Rio de Contas;2016;Rural;1896994
Rio do Antônio;2016;Comercial;839656
Rio do Antônio;2016;Industrial;440391
Rio do Antônio;2016;Outros;15678
Rio do Antônio;2016;Pública;2709175
Rio do Antônio;2016;Residencial;4290786
Rio do Antônio;2016;Rural;873640
Rio do Pires;2016;Comercial;812575
Rio do Pires;2016;Industrial;39332
Rio do Pires;2016;Pública;1735296
Rio do Pires;2016;Residencial;3868903
Rio do Pires;2016;Rural;426578
Rio Real;2016;Industrial;1200
Rio Real;2016;Pública;23348
Rio Real;2016;Residencial;4460
Rio Real;2016;Rural;117333
Rodelas;2016;Comercial;500485
Rodelas;2016;Industrial;4250
Rodelas;2016;Outros;17504
Rodelas;2016;Pública;1708960
Rodelas;2016;Residencial;4288795
Rodelas;2016;Rural;17856192
Ruy Barbosa;2016;Comercial;2431629
Ruy Barbosa;2016;Industrial;2353592
Ruy Barbosa;2016;Outros;20317
Ruy Barbosa;2016;Pública;2955285
Ruy Barbosa;2016;Residencial;10205601
Ruy Barbosa;2016;Rural;724460
Salinas da Margarida;2016;Comercial;1261799
Salinas da Margarida;2016;Industrial;10879
Salinas da Margarida;2016;Pública;6901478
Salinas da Margarida;2016;Residencial;7473423
Salinas da Margarida;2016;Rural;684560
Salvador;2016;Comercial;1378893180
Salvador;2016;Industrial;202679334
Salvador;2016;Outros;7481583
Salvador;2016;Pública;538992609
Salvador;2016;Residencial;1792815345
Salvador;2016;Rural;4277822
Santa Bárbara;2016;Comercial;2242667
Santa Bárbara;2016;Industrial;94358
Santa Bárbara;2016;Outros;18171
Santa Bárbara;2016;Pública;1996772
Santa Bárbara;2016;Residencial;6657190
Santa Bárbara;2016;Rural;763014
Santa Brígida;2016;Comercial;535069
Santa Brígida;2016;Industrial;201948
Santa Brígida;2016;Outros;3670
Santa Brígida;2016;Pública;1972198
Santa Brígida;2016;Residencial;4412184
Santa Brígida;2016;Rural;203608
Santa Cruz Cabrália;2016;Comercial;7983645
Santa Cruz Cabrália;2016;Industrial;83269
Santa Cruz Cabrália;2016;Pública;5098145
Santa Cruz Cabrália;2016;Residencial;14374818
Santa Cruz Cabrália;2016;Rural;1773588
Santa Cruz da Vitória;2016;Comercial;331360
Santa Cruz da Vitória;2016;Industrial;9404
Santa Cruz da Vitória;2016;Pública;797232
Santa Cruz da Vitória;2016;Residencial;1762214
Santa Cruz da Vitória;2016;Rural;520074
Santa Inês;2016;Comercial;637214
Santa Inês;2016;Industrial;74443
Santa Inês;2016;Outros;3353
Santa Inês;2016;Pública;1946109
Santa Inês;2016;Residencial;3650436
Santa Inês;2016;Rural;76017
Santaluz;2016;Comercial;2908594
Santaluz;2016;Industrial;4264267
Santaluz;2016;Pública;5908385
Santaluz;2016;Residencial;11856599
Santaluz;2016;Rural;522450
Santa Luzia;2016;Comercial;587227
Santa Luzia;2016;Industrial;524253
Santa Luzia;2016;Outros;11641
Santa Luzia;2016;Pública;1188893
Santa Luzia;2016;Residencial;3597772
Santa Luzia;2016;Rural;524008
Santa Maria da Vitória;2016;Comercial;4938854
Santa Maria da Vitória;2016;Industrial;2416082
Santa Maria da Vitória;2016;Pública;6650169
Santa Maria da Vitória;2016;Residencial;16390740
Santa Maria da Vitória;2016;Rural;2934733
Santana;2016;Comercial;2082927
Santana;2016;Industrial;833877
Santana;2016;Outros;7583
Santana;2016;Pública;6839786
Santana;2016;Residencial;9405427
Santana;2016;Rural;13411212
Santanópolis;2016;Comercial;239126
Santanópolis;2016;Industrial;12500
Santanópolis;2016;Pública;749687
Santanópolis;2016;Residencial;2449736
Santanópolis;2016;Rural;692751
Santa Rita de Cássia;2016;Comercial;1816343
Santa Rita de Cássia;2016;Industrial;215827
Santa Rita de Cássia;2016;Pública;3216555
Santa Rita de Cássia;2016;Residencial;9608717
Santa Rita de Cássia;2016;Rural;868401
Santa Terezinha;2016;Comercial;622539
Santa Terezinha;2016;Industrial;1363
Santa Terezinha;2016;Outros;17230
Santa Terezinha;2016;Pública;5681324
Santa Terezinha;2016;Residencial;3236601
Santa Terezinha;2016;Rural;971989
Santo Amaro;2016;Comercial;6856278
Santo Amaro;2016;Industrial;31461949
Santo Amaro;2016;Outros;30840
Santo Amaro;2016;Pública;8193999
Santo Amaro;2016;Residencial;25276766
Santo Amaro;2016;Rural;3059750
Santo Antônio de Jesus;2016;Comercial;32219739
Santo Antônio de Jesus;2016;Industrial;20427798
Santo Antônio de Jesus;2016;Outros;85054
Santo Antônio de Jesus;2016;Pública;16586688
Santo Antônio de Jesus;2016;Residencial;55640849
Santo Antônio de Jesus;2016;Rural;6173764
Santo Estêvão;2016;Comercial;5919978
Santo Estêvão;2016;Industrial;5614855
Santo Estêvão;2016;Outros;30354
Santo Estêvão;2016;Pública;14000146
Santo Estêvão;2016;Residencial;18356142
Santo Estêvão;2016;Rural;2429564
São Desidério;2016;Comercial;4368830
São Desidério;2016;Industrial;9397516
São Desidério;2016;Outros;103453
São Desidério;2016;Pública;6519454
São Desidério;2016;Residencial;11304217
São Desidério;2016;Rural;117454514
São Domingos;2016;Comercial;639514
São Domingos;2016;Industrial;245434
São Domingos;2016;Pública;2134400
São Domingos;2016;Residencial;3153069
São Domingos;2016;Rural;67380
São Felipe;2016;Comercial;1263424
São Felipe;2016;Industrial;227957
São Felipe;2016;Outros;14632
São Felipe;2016;Pública;3109086
São Felipe;2016;Residencial;6102087
São Felipe;2016;Rural;1885672
São Félix;2016;Comercial;1532434
São Félix;2016;Industrial;82050
São Félix;2016;Pública;1445994
São Félix;2016;Residencial;4205478
São Félix;2016;Rural;319118
São Félix do Coribe;2016;Comercial;1385109
São Félix do Coribe;2016;Industrial;182268
São Félix do Coribe;2016;Outros;61944
São Félix do Coribe;2016;Pública;2226077
São Félix do Coribe;2016;Residencial;6710541
São Félix do Coribe;2016;Rural;17854842
São Francisco do Conde;2016;Comercial;7180683
São Francisco do Conde;2016;Industrial;14343104
São Francisco do Conde;2016;Outros;86694
São Francisco do Conde;2016;Pública;9179098
São Francisco do Conde;2016;Residencial;17374818
São Francisco do Conde;2016;Rural;185048
São Gabriel;2016;Comercial;707880
São Gabriel;2016;Industrial;166944
São Gabriel;2016;Pública;1770101
São Gabriel;2016;Residencial;6079834
São Gabriel;2016;Rural;3165956
São Gonçalo dos Campos;2016;Comercial;6252469
São Gonçalo dos Campos;2016;Industrial;26407307
São Gonçalo dos Campos;2016;Outros;6375
São Gonçalo dos Campos;2016;Pública;5750576
São Gonçalo dos Campos;2016;Residencial;13449766
São Gonçalo dos Campos;2016;Rural;4598818
São José da Vitória;2016;Comercial;330553
São José da Vitória;2016;Industrial;4324
São José da Vitória;2016;Pública;806423
São José da Vitória;2016;Residencial;1797115
São José da Vitória;2016;Rural;56244
São José do Jacuípe;2016;Comercial;539019
São José do Jacuípe;2016;Industrial;16345
São José do Jacuípe;2016;Pública;753143
São José do Jacuípe;2016;Residencial;3160774
São José do Jacuípe;2016;Rural;881644
São Miguel das Matas;2016;Comercial;465317
São Miguel das Matas;2016;Industrial;90098
São Miguel das Matas;2016;Pública;1129832
São Miguel das Matas;2016;Residencial;3125502
São Miguel das Matas;2016;Rural;931745
São Sebastião do Passé;2016;Comercial;4059673
São Sebastião do Passé;2016;Industrial;82487640
São Sebastião do Passé;2016;Outros;38539
São Sebastião do Passé;2016;Pública;6662157
São Sebastião do Passé;2016;Residencial;18718645
São Sebastião do Passé;2016;Rural;942569
Sapeaçu;2016;Comercial;1162389
Sapeaçu;2016;Industrial;97836
Sapeaçu;2016;Pública;2126010
Sapeaçu;2016;Residencial;5668231
Sapeaçu;2016;Rural;1560006
Sátiro Dias;2016;Comercial;513702
Sátiro Dias;2016;Industrial;1127619
Sátiro Dias;2016;Pública;3685083
Sátiro Dias;2016;Residencial;4493281
Sátiro Dias;2016;Rural;5193401
Saubara;2016;Comercial;1349823
Saubara;2016;Industrial;34945
Saubara;2016;Outros;64
Saubara;2016;Pública;3246345
Saubara;2016;Residencial;8660465
Saubara;2016;Rural;41617
Saúde;2016;Comercial;531027
Saúde;2016;Industrial;6766
Saúde;2016;Pública;2146675
Saúde;2016;Residencial;3792459
Saúde;2016;Rural;471709
Seabra;2016;Comercial;5454094
Seabra;2016;Industrial;350654
Seabra;2016;Outros;10398
Seabra;2016;Pública;5995606
Seabra;2016;Residencial;17346424
Seabra;2016;Rural;2184331
Sebastião Laranjeiras;2016;Comercial;498562
Sebastião Laranjeiras;2016;Industrial;35996
Sebastião Laranjeiras;2016;Pública;1352369
Sebastião Laranjeiras;2016;Residencial;2932779
Sebastião Laranjeiras;2016;Rural;3829714
Senhor do Bonfim;2016;Comercial;11183233
Senhor do Bonfim;2016;Industrial;1165521
Senhor do Bonfim;2016;Outros;68697
Senhor do Bonfim;2016;Pública;12991911
Senhor do Bonfim;2016;Residencial;35348371
Senhor do Bonfim;2016;Rural;1400325
Sento Sé;2016;Comercial;1474120
Sento Sé;2016;Industrial;126779
Sento Sé;2016;Outros;5204
Sento Sé;2016;Pública;5299320
Sento Sé;2016;Residencial;9603877
Sento Sé;2016;Rural;3443735
Serra do Ramalho;2016;Comercial;1666601
Serra do Ramalho;2016;Industrial;274640
Serra do Ramalho;2016;Outros;39982
Serra do Ramalho;2016;Pública;5715421
Serra do Ramalho;2016;Residencial;11791584
Serra do Ramalho;2016;Rural;8824594
Serra Dourada;2016;Comercial;696525
Serra Dourada;2016;Industrial;130658
Serra Dourada;2016;Pública;2389833
Serra Dourada;2016;Residencial;5905447
Serra Dourada;2016;Rural;1408697
Serra Preta;2016;Comercial;725292
Serra Preta;2016;Industrial;28281
Serra Preta;2016;Outros;2429
Serra Preta;2016;Pública;1687004
Serra Preta;2016;Residencial;5174313
Serra Preta;2016;Rural;563956
Serrinha;2016;Comercial;12548578
Serrinha;2016;Industrial;4742642
Serrinha;2016;Outros;83402
Serrinha;2016;Pública;9238211
Serrinha;2016;Residencial;30879431
Serrinha;2016;Rural;4005773
Serrolândia;2016;Comercial;897023
Serrolândia;2016;Industrial;227090
Serrolândia;2016;Outros;2332
Serrolândia;2016;Pública;1316955
Serrolândia;2016;Residencial;4941048
Serrolândia;2016;Rural;95597
Simões Filho;2016;Comercial;46840204
Simões Filho;2016;Industrial;163293423
Simões Filho;2016;Outros;145607
Simões Filho;2016;Pública;19276348
Simões Filho;2016;Residencial;53987206
Simões Filho;2016;Rural;925599
Sítio do Mato;2016;Comercial;425390
Sítio do Mato;2016;Industrial;503677
Sítio do Mato;2016;Pública;1771206
Sítio do Mato;2016;Residencial;3975123
Sítio do Mato;2016;Rural;5142405
Sítio do Quinto;2016;Comercial;473827
Sítio do Quinto;2016;Industrial;3202
Sítio do Quinto;2016;Pública;2539413
Sítio do Quinto;2016;Residencial;3898818
Sítio do Quinto;2016;Rural;46005
Sobradinho;2016;Comercial;2919704
Sobradinho;2016;Industrial;165091
Sobradinho;2016;Outros;43124
Sobradinho;2016;Pública;4632164
Sobradinho;2016;Residencial;11641886
Sobradinho;2016;Rural;4888187
Souto Soares;2016;Comercial;446563
Souto Soares;2016;Industrial;21682
Souto Soares;2016;Pública;2139072
Souto Soares;2016;Residencial;5127302
Souto Soares;2016;Rural;1253812
Tabocas do Brejo Velho;2016;Comercial;506761
Tabocas do Brejo Velho;2016;Industrial;17491
Tabocas do Brejo Velho;2016;Pública;1579752
Tabocas do Brejo Velho;2016;Residencial;3670913
Tabocas do Brejo Velho;2016;Rural;169717
Tanhaçu;2016;Comercial;1707952
Tanhaçu;2016;Industrial;291347
Tanhaçu;2016;Outros;29467
Tanhaçu;2016;Pública;3195530
Tanhaçu;2016;Residencial;7122988
Tanhaçu;2016;Rural;4147294
Tanque Novo;2016;Comercial;1209974
Tanque Novo;2016;Industrial;308172
Tanque Novo;2016;Pública;1514599
Tanque Novo;2016;Residencial;5674939
Tanque Novo;2016;Rural;325705
Tanquinho;2016;Comercial;628061
Tanquinho;2016;Industrial;69054
Tanquinho;2016;Pública;846956
Tanquinho;2016;Residencial;2813043
Tanquinho;2016;Rural;447230
Taperoá;2016;Comercial;886333
Taperoá;2016;Industrial;250397
Taperoá;2016;Pública;2286133
Taperoá;2016;Residencial;5737327
Taperoá;2016;Rural;654879
Tapiramutá;2016;Comercial;687216
Tapiramutá;2016;Industrial;58532
Tapiramutá;2016;Outros;2730
Tapiramutá;2016;Pública;2192486
Tapiramutá;2016;Residencial;3916757
Tapiramutá;2016;Rural;1498382
Teixeira de Freitas;2016;Comercial;41623691
Teixeira de Freitas;2016;Industrial;10211923
Teixeira de Freitas;2016;Outros;157784
Teixeira de Freitas;2016;Pública;22515288
Teixeira de Freitas;2016;Residencial;82867531
Teixeira de Freitas;2016;Rural;8665832
Teodoro Sampaio;2016;Comercial;478941
Teodoro Sampaio;2016;Industrial;88170
Teodoro Sampaio;2016;Pública;1539000
Teodoro Sampaio;2016;Residencial;2788288
Teodoro Sampaio;2016;Rural;410104
Teofilândia;2016;Comercial;866748
Teofilândia;2016;Industrial;874643
Teofilândia;2016;Outros;23141
Teofilândia;2016;Pública;2456404
Teofilândia;2016;Residencial;7100006
Teofilândia;2016;Rural;446757
Teolândia;2016;Comercial;575202
Teolândia;2016;Industrial;50930
Teolândia;2016;Pública;878057
Teolândia;2016;Residencial;3399178
Teolândia;2016;Rural;521882
Terra Nova;2016;Comercial;663634
Terra Nova;2016;Industrial;6144285
Terra Nova;2016;Outros;19562
Terra Nova;2016;Pública;3191626
Terra Nova;2016;Residencial;4083240
Terra Nova;2016;Rural;139923
Tremedal;2016;Comercial;772571
Tremedal;2016;Industrial;36063
Tremedal;2016;Outros;360
Tremedal;2016;Pública;1829545
Tremedal;2016;Residencial;4802909
Tremedal;2016;Rural;1306389
Tucano;2016;Comercial;4233719
Tucano;2016;Industrial;602453
Tucano;2016;Outros;22615
Tucano;2016;Pública;8873074
Tucano;2016;Residencial;17397318
Tucano;2016;Rural;2813306
Uauá;2016;Comercial;1807713
Uauá;2016;Industrial;246438
Uauá;2016;Pública;2899564
Uauá;2016;Residencial;9057162
Uauá;2016;Rural;237383
Ubaíra;2016;Comercial;989548
Ubaíra;2016;Industrial;86646
Ubaíra;2016;Pública;1773769
Ubaíra;2016;Residencial;6195732
Ubaíra;2016;Rural;1089836
Ubaitaba;2016;Comercial;2650323
Ubaitaba;2016;Industrial;102075
Ubaitaba;2016;Pública;2581620
Ubaitaba;2016;Residencial;8282599
Ubaitaba;2016;Rural;665721
Ubatã;2016;Comercial;2450977
Ubatã;2016;Industrial;1679775
Ubatã;2016;Pública;2640929
Ubatã;2016;Residencial;6962827
Ubatã;2016;Rural;1275523
Uibaí;2016;Comercial;702237
Uibaí;2016;Industrial;22016
Uibaí;2016;Pública;1218778
Uibaí;2016;Residencial;4745735
Uibaí;2016;Rural;2241301
Umburanas;2016;Comercial;476599
Umburanas;2016;Industrial;7772
Umburanas;2016;Outros;1338
Umburanas;2016;Pública;2710345
Umburanas;2016;Residencial;3524171
Umburanas;2016;Rural;101581
Una;2016;Comercial;12900556
Una;2016;Industrial;23985
Una;2016;Pública;2238045
Una;2016;Residencial;6137752
Una;2016;Rural;2837910
Urandi;2016;Comercial;994003
Urandi;2016;Industrial;15353523
Urandi;2016;Outros;24838
Urandi;2016;Pública;2281246
Urandi;2016;Residencial;5202047
Urandi;2016;Rural;5487707
Uruçuca;2016;Comercial;2152482
Uruçuca;2016;Industrial;271949
Uruçuca;2016;Pública;2289617
Uruçuca;2016;Residencial;7590244
Uruçuca;2016;Rural;1411157
Utinga;2016;Comercial;1124057
Utinga;2016;Industrial;68194
Utinga;2016;Pública;3261939
Utinga;2016;Residencial;5924943
Utinga;2016;Rural;3016016
Valença;2016;Comercial;17975760
Valença;2016;Industrial;9800625
Valença;2016;Outros;59874
Valença;2016;Pública;10038985
Valença;2016;Residencial;38845685
Valença;2016;Rural;10332443
Valente;2016;Comercial;2375191
Valente;2016;Industrial;952253
Valente;2016;Outros;42178
Valente;2016;Pública;3250276
Valente;2016;Residencial;8495626
Valente;2016;Rural;138756
Várzea da Roça;2016;Comercial;663284
Várzea da Roça;2016;Industrial;47211
Várzea da Roça;2016;Outros;3245
Várzea da Roça;2016;Pública;2554046
Várzea da Roça;2016;Residencial;4040443
Várzea da Roça;2016;Rural;643384
Várzea do Poço;2016;Comercial;421420
Várzea do Poço;2016;Industrial;80419
Várzea do Poço;2016;Pública;1633058
Várzea do Poço;2016;Residencial;2932488
Várzea do Poço;2016;Rural;99457
Várzea Nova;2016;Comercial;962487
Várzea Nova;2016;Industrial;24318
Várzea Nova;2016;Pública;1810794
Várzea Nova;2016;Residencial;4302874
Várzea Nova;2016;Rural;777659
Varzedo;2016;Comercial;310572
Varzedo;2016;Industrial;2814517
Varzedo;2016;Pública;1284720
Varzedo;2016;Residencial;2605880
Varzedo;2016;Rural;1278485
Vera Cruz;2016;Comercial;14226873
Vera Cruz;2016;Industrial;11687105
Vera Cruz;2016;Outros;19210
Vera Cruz;2016;Pública;14149010
Vera Cruz;2016;Residencial;34035017
Vera Cruz;2016;Rural;63410
Vereda;2016;Comercial;311623
Vereda;2016;Industrial;38223
Vereda;2016;Pública;1253045
Vereda;2016;Residencial;2083779
Vereda;2016;Rural;1469387
Vitória da Conquista;2016;Comercial;93808448
Vitória da Conquista;2016;Industrial;59639812
Vitória da Conquista;2016;Outros;263064
Vitória da Conquista;2016;Pública;50571131
Vitória da Conquista;2016;Residencial;180871667
Vitória da Conquista;2016;Rural;18022423
Wagner;2016;Comercial;491662
Wagner;2016;Industrial;11792
Wagner;2016;Outros;27744
Wagner;2016;Pública;1531763
