
Município;Ano;Classe;Quantidade (KWH)
Gongogi;2016;Comercial;300659
Gongogi;2016;Industrial;13937
Gongogi;2016;Pública;707400
Gongogi;2016;Residencial;2103598
Gongogi;2016;Rural;535836
Governador Mangabeira;2016;Comercial;2073147
Governador Mangabeira;2016;Industrial;2342920
Governador Mangabeira;2016;Pública;3096982
Governador Mangabeira;2016;Residencial;6611256
Governador Mangabeira;2016;Rural;3101681
Guajeru;2016;Comercial;248219
Guajeru;2016;Industrial;185746
Guajeru;2016;Pública;1262505
Guajeru;2016;Residencial;2453413
Guajeru;2016;Rural;315286
Guanambi;2016;Comercial;18939446
Guanambi;2016;Industrial;6054363
Guanambi;2016;Outros;105564
Guanambi;2016;Pública;18478355
Guanambi;2016;Residencial;44928592
Guanambi;2016;Rural;7125138
Guaratinga;2016;Comercial;992843
Guaratinga;2016;Industrial;113273
Guaratinga;2016;Outros;9441
Guaratinga;2016;Pública;1870691
Guaratinga;2016;Residencial;6216642
Guaratinga;2016;Rural;2276166
Heliópolis;2016;Comercial;510244
Heliópolis;2016;Industrial;22958
Heliópolis;2016;Pública;2242112
Heliópolis;2016;Residencial;4505018
Heliópolis;2016;Rural;411732
Iaçu;2016;Comercial;2111930
Iaçu;2016;Industrial;1599688
Iaçu;2016;Outros;18717
Iaçu;2016;Pública;3635918
Iaçu;2016;Residencial;10324826
Iaçu;2016;Rural;6132517
Ibiassucê;2016;Comercial;881750
Ibiassucê;2016;Industrial;2898086
Ibiassucê;2016;Pública;1661949
Ibiassucê;2016;Residencial;3707800
Ibiassucê;2016;Rural;594759
Ibicaraí;2016;Comercial;2036914
Ibicaraí;2016;Industrial;3045104
Ibicaraí;2016;Outros;3365
Ibicaraí;2016;Pública;2325538
Ibicaraí;2016;Residencial;9498565
Ibicaraí;2016;Rural;901090
Ibicoara;2016;Comercial;1259397
Ibicoara;2016;Industrial;3368911
Ibicoara;2016;Outros;2563
Ibicoara;2016;Pública;2170118
Ibicoara;2016;Residencial;7245651
Ibicoara;2016;Rural;19538498
Ibicuí;2016;Comercial;1232181
Ibicuí;2016;Industrial;227023
Ibicuí;2016;Pública;2572738
Ibicuí;2016;Residencial;5458090
Ibicuí;2016;Rural;1032795
Ibipeba;2016;Comercial;653887
Ibipeba;2016;Industrial;10095
Ibipeba;2016;Outros;20926
Ibipeba;2016;Pública;12316890
Ibipeba;2016;Residencial;5385568
Ibipeba;2016;Rural;16173085
Ibipitanga;2016;Comercial;777529
Ibipitanga;2016;Industrial;685473
Ibipitanga;2016;Pública;1703529
Ibipitanga;2016;Residencial;5131649
Ibipitanga;2016;Rural;208359
Ibiquera;2016;Comercial;162683
Ibiquera;2016;Industrial;1200
Ibiquera;2016;Outros;10167
Ibiquera;2016;Pública;664476
Ibiquera;2016;Residencial;1007970
Ibiquera;2016;Rural;178985
Ibirapitanga;2016;Comercial;1257311
Ibirapitanga;2016;Industrial;101477
Ibirapitanga;2016;Pública;1919811
Ibirapitanga;2016;Residencial;5587142
Ibirapitanga;2016;Rural;1735917
Ibirapoã;2016;Comercial;760142
Ibirapoã;2016;Industrial;8179731
Ibirapoã;2016;Pública;1752402
Ibirapoã;2016;Residencial;3233918
Ibirapoã;2016;Rural;5260242
Ibirataia;2016;Comercial;1506094
Ibirataia;2016;Industrial;2540144
Ibirataia;2016;Outros;1651
Ibirataia;2016;Pública;2381634
Ibirataia;2016;Residencial;7119840
Ibirataia;2016;Rural;1942758
Ibitiara;2016;Comercial;605383
Ibitiara;2016;Industrial;18337
Ibitiara;2016;Outros;4696
Ibitiara;2016;Pública;2242345
Ibitiara;2016;Residencial;4581491
Ibitiara;2016;Rural;554642
Ibititá;2016;Comercial;657461
Ibititá;2016;Industrial;261349
Ibititá;2016;Pública;6015395
Ibititá;2016;Residencial;5691629
Ibititá;2016;Rural;10109257
Ibotirama;2016;Comercial;5641665
Ibotirama;2016;Industrial;2197075
Ibotirama;2016;Outros;34558
Ibotirama;2016;Pública;4763257
Ibotirama;2016;Residencial;12604286
Ibotirama;2016;Rural;975794
Ichu;2016;Comercial;266023
Ichu;2016;Industrial;213458
Ichu;2016;Pública;829876
Ichu;2016;Residencial;2083585
Ichu;2016;Rural;101112
Igaporã;2016;Comercial;905331
Igaporã;2016;Industrial;1076160
Igaporã;2016;Outros;27861
Igaporã;2016;Pública;2108959
Igaporã;2016;Residencial;4584347
Igaporã;2016;Rural;1221131
Igrapiúna;2016;Comercial;727660
Igrapiúna;2016;Industrial;282284
Igrapiúna;2016;Pública;1487510
Igrapiúna;2016;Residencial;3238372
Igrapiúna;2016;Rural;1368332
Iguaí;2016;Comercial;1364018
Iguaí;2016;Industrial;96443
Iguaí;2016;Outros;11496
Iguaí;2016;Pública;2221977
Iguaí;2016;Residencial;7811244
Iguaí;2016;Rural;953935
Ilhéus;2016;Comercial;58577224
Ilhéus;2016;Industrial;29561711
Ilhéus;2016;Outros;104486
Ilhéus;2016;Pública;44192005
Ilhéus;2016;Residencial;106095643
Ilhéus;2016;Rural;5532120
Inhambupe;2016;Comercial;2399267
Inhambupe;2016;Industrial;1683304
Inhambupe;2016;Outros;11687
Inhambupe;2016;Pública;8731860
Inhambupe;2016;Residencial;11349562
Inhambupe;2016;Rural;5694035
Ipecaetá;2016;Comercial;345903
Ipecaetá;2016;Industrial;10838
Ipecaetá;2016;Pública;2623862
Ipecaetá;2016;Residencial;3112824
Ipecaetá;2016;Rural;791783
Ipiaú;2016;Comercial;7747267
Ipiaú;2016;Industrial;8411729
Ipiaú;2016;Outros;57024
Ipiaú;2016;Pública;5831926
Ipiaú;2016;Residencial;20499213
Ipiaú;2016;Rural;1682833
Ipirá;2016;Comercial;5191852
Ipirá;2016;Industrial;2722093
Ipirá;2016;Outros;19135
Ipirá;2016;Pública;9415099
Ipirá;2016;Residencial;20173735
Ipirá;2016;Rural;1884437
Ipupiara;2016;Comercial;823282
Ipupiara;2016;Industrial;15853
Ipupiara;2016;Pública;1427405
Ipupiara;2016;Residencial;3627952
Ipupiara;2016;Rural;57747
Irajuba;2016;Comercial;393105
Irajuba;2016;Industrial;14562
Irajuba;2016;Pública;759557
Irajuba;2016;Residencial;1911165
Irajuba;2016;Rural;228381
Iramaia;2016;Comercial;483398
Iramaia;2016;Industrial;49689
Iramaia;2016;Pública;1180313
Iramaia;2016;Residencial;3279965
Iramaia;2016;Rural;159882
Iraquara;2016;Comercial;1176228
Iraquara;2016;Industrial;10133033
Iraquara;2016;Outros;5126
Iraquara;2016;Pública;2718181
Iraquara;2016;Residencial;7472109
Iraquara;2016;Rural;4805731
Irará;2016;Comercial;2218567
Irará;2016;Industrial;262730
Irará;2016;Pública;5410623
Irará;2016;Residencial;8543885
Irará;2016;Rural;3658540
Irecê;2016;Comercial;16866608
Irecê;2016;Industrial;1826710
Irecê;2016;Outros;123290
Irecê;2016;Pública;12966708
Irecê;2016;Residencial;36753911
Irecê;2016;Rural;7540267
Itabela;2016;Comercial;3400125
Itabela;2016;Industrial;1346949
Itabela;2016;Outros;41564
Itabela;2016;Pública;4106486
Itabela;2016;Residencial;13259392
Itabela;2016;Rural;13210183
Itaberaba;2016;Comercial;10930046
Itaberaba;2016;Industrial;5630387
Itaberaba;2016;Outros;70862
Itaberaba;2016;Pública;16078297
Itaberaba;2016;Residencial;28344344
Itaberaba;2016;Rural;7667393
Itabuna;2016;Comercial;74506814
Itabuna;2016;Industrial;30858926
Itabuna;2016;Outros;615338
Itabuna;2016;Pública;29819268
Itabuna;2016;Residencial;124245766
Itabuna;2016;Rural;2683219
Itacaré;2016;Comercial;6805840
Itacaré;2016;Industrial;23104
Itacaré;2016;Outros;18704
Itacaré;2016;Pública;2436548
Itacaré;2016;Residencial;9950916
Itacaré;2016;Rural;849756
Itaetê;2016;Comercial;582647
Itaetê;2016;Industrial;23775
Itaetê;2016;Pública;3360094
Itaetê;2016;Residencial;4191018
Itaetê;2016;Rural;1614536
Itagi;2016;Comercial;906233
Itagi;2016;Industrial;38031
Itagi;2016;Pública;805076
Itagi;2016;Residencial;3906059
Itagi;2016;Rural;733243
Itagibá;2016;Comercial;1633696
Itagibá;2016;Industrial;139936
Itagibá;2016;Pública;1966824
Itagibá;2016;Residencial;5377202
Itagibá;2016;Rural;2427722
Itagimirim;2016;Comercial;799159
Itagimirim;2016;Industrial;12300
Itagimirim;2016;Pública;671949
Itagimirim;2016;Residencial;2695887
Itagimirim;2016;Rural;760455
Itaguaçu da Bahia;2016;Comercial;471967
Itaguaçu da Bahia;2016;Industrial;7820
Itaguaçu da Bahia;2016;Outros;48148
Itaguaçu da Bahia;2016;Pública;5188509
Itaguaçu da Bahia;2016;Residencial;3638109
Itaguaçu da Bahia;2016;Rural;2561340
Itaju do Colônia;2016;Comercial;308926
Itaju do Colônia;2016;Industrial;100613
Itaju do Colônia;2016;Pública;679937
Itaju do Colônia;2016;Residencial;2029272
Itaju do Colônia;2016;Rural;895321
Itajuípe;2016;Comercial;1907502
Itajuípe;2016;Industrial;2525759
Itajuípe;2016;Outros;3159
Itajuípe;2016;Pública;2042155
Itajuípe;2016;Residencial;8087856
Itajuípe;2016;Rural;1150883
Itamaraju;2016;Comercial;9526904
Itamaraju;2016;Industrial;4534676
Itamaraju;2016;Outros;730
Itamaraju;2016;Pública;8702673
Itamaraju;2016;Residencial;27490713
Itamaraju;2016;Rural;10943022
Itamari;2016;Comercial;362108
Itamari;2016;Industrial;187106
Itamari;2016;Pública;1128402
Itamari;2016;Residencial;2415516
Itamari;2016;Rural;337488
Itambé;2016;Comercial;1508504
Itambé;2016;Industrial;1057985
Itambé;2016;Outros;7340
Itambé;2016;Pública;2083337
Itambé;2016;Residencial;8661077
Itambé;2016;Rural;1231149
Itanagra;2016;Comercial;389177
Itanagra;2016;Industrial;1181733
Itanagra;2016;Outros;5156
Itanagra;2016;Pública;820855
Itanagra;2016;Residencial;1919591
Itanagra;2016;Rural;280086
Itanhém;2016;Comercial;1796156
Itanhém;2016;Industrial;531588
Itanhém;2016;Pública;2201419
Itanhém;2016;Residencial;8080095
Itanhém;2016;Rural;2017420
Itaparica;2016;Comercial;5394648
Itaparica;2016;Industrial;211174
Itaparica;2016;Outros;16301
Itaparica;2016;Pública;4996552
Itaparica;2016;Residencial;11816079
Itaparica;2016;Rural;23419
Itapé;2016;Comercial;731368
Itapé;2016;Industrial;55130
Itapé;2016;Outros;9945
Itapé;2016;Pública;1323972
Itapé;2016;Residencial;3558501
Itapé;2016;Rural;1062495
Itapebi;2016;Comercial;640292
Itapebi;2016;Industrial;1811302
Itapebi;2016;Outros;39102
Itapebi;2016;Pública;1455557
Itapebi;2016;Residencial;3600970
Itapebi;2016;Rural;551415
Itapetinga;2016;Comercial;10512530
Itapetinga;2016;Industrial;14430207
Itapetinga;2016;Outros;76391
Itapetinga;2016;Pública;11084453
Itapetinga;2016;Residencial;33456048
Itapetinga;2016;Rural;2972514
Itapicuru;2016;Comercial;792758
Itapicuru;2016;Industrial;403293
Itapicuru;2016;Pública;5735821
Itapicuru;2016;Residencial;9210843
Itapicuru;2016;Rural;1288333
Itapitanga;2016;Comercial;420918
Itapitanga;2016;Industrial;19911
Itapitanga;2016;Pública;853235
Itapitanga;2016;Residencial;2563746
Itapitanga;2016;Rural;432121
Itaquara;2016;Comercial;382395
Itaquara;2016;Industrial;15091
Itaquara;2016;Outros;2047
Itaquara;2016;Pública;1187661
Itaquara;2016;Residencial;2680340
Itaquara;2016;Rural;1047903
Itarantim;2016;Comercial;1091112
Itarantim;2016;Industrial;443011
Itarantim;2016;Outros;1995
Itarantim;2016;Pública;1388461
Itarantim;2016;Residencial;6463951
Itarantim;2016;Rural;2572431
Itatim;2016;Comercial;2577984
Itatim;2016;Industrial;1100899
Itatim;2016;Pública;1991975
Itatim;2016;Residencial;5851749
Itatim;2016;Rural;772126
Itiruçu;2016;Comercial;703979
Itiruçu;2016;Industrial;122912
Itiruçu;2016;Pública;1407980
Itiruçu;2016;Residencial;4088204
Itiruçu;2016;Rural;752498
Itiúba;2016;Comercial;1737261
Itiúba;2016;Industrial;87478
Itiúba;2016;Outros;7892
Itiúba;2016;Pública;3547478
Itiúba;2016;Residencial;10200327
Itiúba;2016;Rural;593729
Itororó;2016;Comercial;2090370
Itororó;2016;Industrial;1070098
Itororó;2016;Outros;14643
Itororó;2016;Pública;2894466
Itororó;2016;Residencial;7465865
Itororó;2016;Rural;1468139
Ituaçu;2016;Comercial;1048030
Ituaçu;2016;Industrial;4292257
Ituaçu;2016;Pública;2591149
Ituaçu;2016;Residencial;6370090
Ituaçu;2016;Rural;3794380
Ituberá;2016;Comercial;3050607
Ituberá;2016;Industrial;4136602
Ituberá;2016;Outros;24827
Ituberá;2016;Pública;2763574
Ituberá;2016;Residencial;10463039
Ituberá;2016;Rural;1206875
Iuiu;2016;Comercial;494137
Iuiu;2016;Industrial;138511
Iuiu;2016;Pública;1533847
Iuiu;2016;Residencial;3205739
Iuiu;2016;Rural;2969808
Jaborandi;2016;Comercial;413526
Jaborandi;2016;Industrial;918912
Jaborandi;2016;Outros;21235
Jaborandi;2016;Pública;1605913
Jaborandi;2016;Residencial;3342620
Jaborandi;2016;Rural;88014286
Jacaraci;2016;Comercial;533974
Jacaraci;2016;Industrial;197082
Jacaraci;2016;Outros;11692
Jacaraci;2016;Pública;1858520
Jacaraci;2016;Residencial;4045960
Jacaraci;2016;Rural;1300564
Jacobina;2016;Comercial;14533584
Jacobina;2016;Industrial;99160672
Jacobina;2016;Outros;104590
Jacobina;2016;Pública;12061874
Jacobina;2016;Residencial;37719315
Jacobina;2016;Rural;3026259
Jaguaquara;2016;Comercial;5959170
Jaguaquara;2016;Industrial;240570
Jaguaquara;2016;Outros;71692
Jaguaquara;2016;Pública;8173748
Jaguaquara;2016;Residencial;19567722
Jaguaquara;2016;Rural;3990370
Jaguarari;2016;Comercial;2971969
Jaguarari;2016;Industrial;798344
Jaguarari;2016;Pública;5747659
Jaguarari;2016;Residencial;13146247
Jaguarari;2016;Rural;423160
Jaguaripe;2016;Comercial;792213
Jaguaripe;2016;Industrial;76907
Jaguaripe;2016;Pública;2066432
Jaguaripe;2016;Residencial;4974485
Jaguaripe;2016;Rural;1387652
Jequié;2016;Comercial;37013042
Jequié;2016;Industrial;31969259
Jequié;2016;Outros;110449
Jequié;2016;Pública;17194944
Jequié;2016;Residencial;91118073
Jequié;2016;Rural;4540779
Jeremoabo;2016;Comercial;2631963
Jeremoabo;2016;Industrial;531970
Jeremoabo;2016;Outros;13307
Jeremoabo;2016;Pública;6147525
Jeremoabo;2016;Residencial;13818650
Jeremoabo;2016;Rural;2557895
Jiquiriçá;2016;Comercial;532942
Jiquiriçá;2016;Industrial;24901
Jiquiriçá;2016;Pública;1412753
Jiquiriçá;2016;Residencial;4212880
Jiquiriçá;2016;Rural;772677
Jitaúna;2016;Comercial;1048572
Jitaúna;2016;Industrial;181443
Jitaúna;2016;Pública;1805962
Jitaúna;2016;Residencial;4356917
Jitaúna;2016;Rural;884502
João Dourado;2016;Comercial;1903048
João Dourado;2016;Industrial;67286
João Dourado;2016;Outros;106531
João Dourado;2016;Pública;2589647
João Dourado;2016;Residencial;8424078
João Dourado;2016;Rural;18645326
Juazeiro;2016;Comercial;56849860
Juazeiro;2016;Industrial;21620615
Juazeiro;2016;Outros;462523
Juazeiro;2016;Pública;45550682
Juazeiro;2016;Residencial;124666205
Juazeiro;2016;Rural;190961783
Jucuruçu;2016;Comercial;230471
Jucuruçu;2016;Industrial;15056
Jucuruçu;2016;Pública;644603
Jucuruçu;2016;Residencial;2335826
Jucuruçu;2016;Rural;331409
Jussara;2016;Comercial;675401
Jussara;2016;Industrial;41661
Jussara;2016;Pública;1490240
Jussara;2016;Residencial;5145881
Jussara;2016;Rural;1254097
Jussari;2016;Comercial;296018
Jussari;2016;Industrial;39263
Jussari;2016;Pública;865096
Jussari;2016;Residencial;1998903
Jussari;2016;Rural;372200
Jussiape;2016;Comercial;519963
Jussiape;2016;Industrial;63049
Jussiape;2016;Pública;1130199
Jussiape;2016;Residencial;2607677
Jussiape;2016;Rural;1443066
Lafayette Coutinho;2016;Comercial;158237
Lafayette Coutinho;2016;Industrial;218100
Lafayette Coutinho;2016;Pública;1011960
Lafayette Coutinho;2016;Residencial;1331168
Lafayette Coutinho;2016;Rural;220153
Lagoa Real;2016;Comercial;444038
Lagoa Real;2016;Industrial;546722
Lagoa Real;2016;Pública;1822031
Lagoa Real;2016;Residencial;2749054
Lagoa Real;2016;Rural;1930280
Laje;2016;Comercial;1242027
Laje;2016;Industrial;1413206
Laje;2016;Pública;2706707
Laje;2016;Residencial;6916100
Laje;2016;Rural;2371103
Lajedão;2016;Comercial;303191
Lajedão;2016;Industrial;56696
Lajedão;2016;Pública;1061470
Lajedão;2016;Residencial;1968329
Lajedão;2016;Rural;1904701
Lajedinho;2016;Comercial;201517
Lajedinho;2016;Outros;19429
Lajedinho;2016;Pública;952886
Lajedinho;2016;Residencial;929034
Lajedinho;2016;Rural;101907
Lajedo do Tabocal;2016;Comercial;321163
Lajedo do Tabocal;2016;Industrial;11219
Lajedo do Tabocal;2016;Pública;1535417
Lajedo do Tabocal;2016;Residencial;2441378
Lajedo do Tabocal;2016;Rural;797584
Lamarão;2016;Comercial;253316
Lamarão;2016;Industrial;3590
Lamarão;2016;Pública;585625
Lamarão;2016;Residencial;1897023
Lamarão;2016;Rural;274654
Lapão;2016;Comercial;1418781
Lapão;2016;Industrial;110877
Lapão;2016;Outros;360
Lapão;2016;Pública;4217569
Lapão;2016;Residencial;9001628
Lapão;2016;Rural;20272188
Lauro de Freitas;2016;Comercial;125865821
Lauro de Freitas;2016;Industrial;36566892
Lauro de Freitas;2016;Outros;75778
Lauro de Freitas;2016;Pública;29672493
Lauro de Freitas;2016;Residencial;182631767
Lauro de Freitas;2016;Rural;299780
Lençóis;2016;Comercial;2605847
Lençóis;2016;Industrial;13285
Lençóis;2016;Outros;4051
Lençóis;2016;Pública;1663643
Lençóis;2016;Residencial;4357626
Lençóis;2016;Rural;303312
Licínio de Almeida;2016;Comercial;829052
Licínio de Almeida;2016;Industrial;182698
Licínio de Almeida;2016;Outros;22608
Licínio de Almeida;2016;Pública;1737632
Licínio de Almeida;2016;Residencial;4317863
Licínio de Almeida;2016;Rural;1250397
Livramento de Nossa Senhora;2016;Comercial;5375020
Livramento de Nossa Senhora;2016;Industrial;1642601
Livramento de Nossa Senhora;2016;Outros;14609
Livramento de Nossa Senhora;2016;Pública;4490052
Livramento de Nossa Senhora;2016;Residencial;18324949
Livramento de Nossa Senhora;2016;Rural;9862994
Luís Eduardo Magalhães;2016;Comercial;32501766
Luís Eduardo Magalhães;2016;Industrial;36077278
Luís Eduardo Magalhães;2016;Outros;108677
Luís Eduardo Magalhães;2016;Pública;13792876
Luís Eduardo Magalhães;2016;Residencial;65005778
Luís Eduardo Magalhães;2016;Rural;66260663
Macajuba;2016;Comercial;578611
Macajuba;2016;Industrial;32636
Macajuba;2016;Outros;12759
Macajuba;2016;Pública;1131645
Macajuba;2016;Residencial;3199661
Macajuba;2016;Rural;179549
Macarani;2016;Comercial;1061533
Macarani;2016;Industrial;488554
Macarani;2016;Pública;2613993
Macarani;2016;Residencial;6147343
Macarani;2016;Rural;1129648
Macaúbas;2016;Comercial;3037211
Macaúbas;2016;Industrial;244156
Macaúbas;2016;Outros;27827
Macaúbas;2016;Pública;6603209
Macaúbas;2016;Residencial;14050980
Macaúbas;2016;Rural;1054990
Macururé;2016;Comercial;340995
Macururé;2016;Industrial;69139
Macururé;2016;Outros;2585
Macururé;2016;Pública;1803235
Macururé;2016;Residencial;2106832
Macururé;2016;Rural;73313
Madre de Deus;2016;Comercial;4884991
Madre de Deus;2016;Industrial;2942396
Madre de Deus;2016;Pública;5536925
Madre de Deus;2016;Residencial;12086727
Madre de Deus;2016;Rural;15574
Maetinga;2016;Comercial;356447
Maetinga;2016;Industrial;246568
Maetinga;2016;Outros;11738
Maetinga;2016;Pública;1057096
Maetinga;2016;Residencial;2160113
Maetinga;2016;Rural;315045
Maiquinique;2016;Comercial;458796
Maiquinique;2016;Industrial;8612110
Maiquinique;2016;Outros;13641
Maiquinique;2016;Pública;975389
Maiquinique;2016;Residencial;3450190
Maiquinique;2016;Rural;1069742
Mairi;2016;Comercial;922852
Mairi;2016;Industrial;20214
Mairi;2016;Pública;1830863
Mairi;2016;Residencial;6017844
Mairi;2016;Rural;192975
Malhada;2016;Comercial;513491
Malhada;2016;Industrial;50359
Malhada;2016;Outros;21476
Malhada;2016;Pública;7837567
Malhada;2016;Residencial;4650367
Malhada;2016;Rural;7121011
Malhada de Pedras;2016;Comercial;464520
Malhada de Pedras;2016;Industrial;1083629
Malhada de Pedras;2016;Pública;904314
Malhada de Pedras;2016;Residencial;2404147
Malhada de Pedras;2016;Rural;909925
Manoel Vitorino;2016;Comercial;899328
Manoel Vitorino;2016;Industrial;3393
Manoel Vitorino;2016;Pública;1774385
Manoel Vitorino;2016;Residencial;5070309
Manoel Vitorino;2016;Rural;1092238
Mansidão;2016;Comercial;328066
Mansidão;2016;Industrial;16546
Mansidão;2016;Pública;1758016
Mansidão;2016;Residencial;3177976
Mansidão;2016;Rural;154776
Maracás;2016;Comercial;2354086
Maracás;2016;Industrial;48603677
Maracás;2016;Outros;4536
Maracás;2016;Pública;4118732
Maracás;2016;Residencial;10088903
Maracás;2016;Rural;2810214
Maragogipe;2016;Comercial;2415251
Maragogipe;2016;Industrial;5285094
Maragogipe;2016;Outros;4394
Maragogipe;2016;Pública;4321335
Maragogipe;2016;Residencial;12966616
Maragogipe;2016;Rural;1739076
Maraú;2016;Comercial;3679801
Maraú;2016;Industrial;2369
Maraú;2016;Outros;30723
Maraú;2016;Pública;1991849
Maraú;2016;Residencial;9772305
Maraú;2016;Rural;1745863
Marcionílio Souza;2016;Comercial;492695
Marcionílio Souza;2016;Industrial;245411
Marcionílio Souza;2016;Pública;1264173
Marcionílio Souza;2016;Residencial;3157157
Marcionílio Souza;2016;Rural;933606
Mascote;2016;Comercial;998164
Mascote;2016;Industrial;104423
Mascote;2016;Pública;1460381
Mascote;2016;Residencial;3952073
Mascote;2016;Rural;558549
Mata de São João;2016;Comercial;52397238
Mata de São João;2016;Industrial;11073939
Mata de São João;2016;Outros;101899
Mata de São João;2016;Pública;11296599
Mata de São João;2016;Residencial;31455437
Mata de São João;2016;Rural;1662945
Matina;2016;Comercial;304101
Matina;2016;Industrial;35095
Matina;2016;Pública;1229339
Matina;2016;Residencial;2756817
Matina;2016;Rural;527380
Medeiros Neto;2016;Comercial;2202075
Medeiros Neto;2016;Industrial;1675273
Medeiros Neto;2016;Outros;38665
Medeiros Neto;2016;Pública;3871551
Medeiros Neto;2016;Residencial;10379628
Medeiros Neto;2016;Rural;5219250
Miguel Calmon;2016;Comercial;2019814
Miguel Calmon;2016;Industrial;601993
Miguel Calmon;2016;Outros;12322
Miguel Calmon;2016;Pública;2963311
Miguel Calmon;2016;Residencial;9156240
Miguel Calmon;2016;Rural;1447444
Milagres;2016;Comercial;1245626
Milagres;2016;Industrial;56240
Milagres;2016;Outros;13828
Milagres;2016;Pública;3646787
Milagres;2016;Residencial;3913188
Milagres;2016;Rural;110112
Mirangaba;2016;Comercial;544516
Mirangaba;2016;Industrial;60519
Mirangaba;2016;Pública;2699520
Mirangaba;2016;Residencial;4393622
Mirangaba;2016;Rural;3157788
Mirante;2016;Comercial;371467
Mirante;2016;Industrial;5134
Mirante;2016;Pública;881332
Mirante;2016;Residencial;2719090
Mirante;2016;Rural;516781
Monte Santo;2016;Comercial;2101818
Monte Santo;2016;Industrial;211032
Monte Santo;2016;Outros;10694
Monte Santo;2016;Pública;4523006
Monte Santo;2016;Residencial;13518469
Monte Santo;2016;Rural;1389389
Morpará;2016;Comercial;462698
Morpará;2016;Industrial;13840
Morpará;2016;Pública;1338947
Morpará;2016;Residencial;2893923
Morpará;2016;Rural;453086
Morro do Chapéu;2016;Comercial;2461506
Morro do Chapéu;2016;Industrial;736049
Morro do Chapéu;2016;Outros;7301
Morro do Chapéu;2016;Pública;5590749
Morro do Chapéu;2016;Residencial;11172873
Morro do Chapéu;2016;Rural;6195581
Mortugaba;2016;Comercial;806272
Mortugaba;2016;Industrial;214407
Mortugaba;2016;Pública;1070442
Mortugaba;2016;Residencial;3407571
Mortugaba;2016;Rural;1195523
Mucugê;2016;Comercial;847813
Mucugê;2016;Industrial;11796
Mucugê;2016;Outros;39575
Mucugê;2016;Pública;1946932
Mucugê;2016;Residencial;4484073
Mucugê;2016;Rural;37906690
Mucuri;2016;Comercial;7694887
Mucuri;2016;Industrial;1914313
Mucuri;2016;Outros;7326
Mucuri;2016;Pública;9182176
Mucuri;2016;Residencial;19500807
Mucuri;2016;Rural;9903449
Mulungu do Morro;2016;Comercial;569637
Mulungu do Morro;2016;Industrial;3973
Mulungu do Morro;2016;Pública;2827449
Mulungu do Morro;2016;Residencial;3757587
Mulungu do Morro;2016;Rural;1387961
Mundo Novo;2016;Comercial;1024343
Mundo Novo;2016;Industrial;72921
Mundo Novo;2016;Outros;22482
Mundo Novo;2016;Pública;2211201
Mundo Novo;2016;Residencial;6115111
Mundo Novo;2016;Rural;531618
Muniz Ferreira;2016;Comercial;272080
Muniz Ferreira;2016;Industrial;12373
Muniz Ferreira;2016;Pública;1009586
Muniz Ferreira;2016;Residencial;2532480
Muniz Ferreira;2016;Rural;406447
Muquém do São Francisco;2016;Comercial;593440
Muquém do São Francisco;2016;Industrial;1883480
Muquém do São Francisco;2016;Pública;2431524
Muquém do São Francisco;2016;Residencial;3174354
Muquém do São Francisco;2016;Rural;7122482
Muritiba;2016;Comercial;2697097
Muritiba;2016;Industrial;746165
Muritiba;2016;Outros;24724
Muritiba;2016;Pública;102115734
Muritiba;2016;Residencial;12068290
Muritiba;2016;Rural;1941613
Mutuípe;2016;Comercial;1746782
Mutuípe;2016;Industrial;1059284
Mutuípe;2016;Outros;17884
Mutuípe;2016;Pública;1913855
Mutuípe;2016;Residencial;7079223
Mutuípe;2016;Rural;1818429
Nazaré;2016;Comercial;3568769
Nazaré;2016;Industrial;2209912
Nazaré;2016;Outros;9310
Nazaré;2016;Pública;3470272
Nazaré;2016;Residencial;10213986
Nazaré;2016;Rural;250638
Nilo Peçanha;2016;Comercial;627198
Nilo Peçanha;2016;Industrial;180268
Nilo Peçanha;2016;Pública;1790698
Nilo Peçanha;2016;Residencial;3845783
Nilo Peçanha;2016;Rural;341521
Nordestina;2016;Comercial;511266
Nordestina;2016;Industrial;4521661
Nordestina;2016;Pública;1273110
Nordestina;2016;Residencial;3695877
Nordestina;2016;Rural;169380
Nova Canaã;2016;Comercial;676618
Nova Canaã;2016;Industrial;20195
Nova Canaã;2016;Pública;1200746
Nova Canaã;2016;Residencial;4608090
Nova Canaã;2016;Rural;1148114
Nova Fátima;2016;Comercial;686705
Nova Fátima;2016;Industrial;55786
Nova Fátima;2016;Pública;934141
Nova Fátima;2016;Residencial;2828992
Nova Fátima;2016;Rural;100455
Nova Ibiá;2016;Comercial;112802
Nova Ibiá;2016;Industrial;983
Nova Ibiá;2016;Pública;769749
Nova Ibiá;2016;Residencial;1704651
Nova Ibiá;2016;Rural;430611
Nova Itarana;2016;Comercial;396755
Nova Itarana;2016;Industrial;974
Nova Itarana;2016;Pública;1145384
Nova Itarana;2016;Residencial;2097178
Nova Itarana;2016;Rural;165502
Nova Redenção;2016;Comercial;344892
Nova Redenção;2016;Industrial;10105
Nova Redenção;2016;Pública;1964538
Nova Redenção;2016;Residencial;2420500
Nova Redenção;2016;Rural;1029757
Nova Soure;2016;Comercial;1203508
Nova Soure;2016;Industrial;96759
Nova Soure;2016;Pública;3983975
Nova Soure;2016;Residencial;7982716
Nova Soure;2016;Rural;907289
